,0,1,clean nationality abbreviation
45935,MY,Malaysia,MY
45936,MY,MY,MY
45937,TH,,TH
45938,TH,Thai,TH
45939,TH,Thailand,TH
45940,SG,IN,IN
45941,SG,VNM,VN
45942,SG,IN,IN
45943,SG,SG,SG
45944,SG,SG,SG
45945,MY,Malaysian,MY
45946,SG,,SG
45947,MY,MY,MY
45948,SG,SG,SG
45949,MY,Malaysia,MY
45950,SG,SG,SG
45951,SG,SGP,SG
45952,SG,MY,MY
45953,MY,,MY
45954,MY,,MY
45955,SG,SG,SG
45956,MY,MY,MY
45957,MY,,MY
45958,SG,SG,SG
45959,SG,,SG
45960,SG,SG,SG
45961,MY,,MY
45962,MY,,MY
45963,MY,,MY
45964,SG,SG,SG
45965,SG,SG,SG
45966,SG,SG,SG
45967,TH,Thailand,TH
45968,SG,SG,SG
45969,MY,,MY
45970,MY,Malaysia,MY
45971,SG,SG,SG
45972,SG,Singapore,SG
45973,SG,,SG
45974,MY,Malaysian,MY
45975,SG,SG,SG
45976,MY,MALAYSIAN,MY
45977,SG,SG,SG
45978,MY,Malaysia,MY
45979,MY,MY,MY
45980,SG,SG,SG
45981,SG,SG,SG
45982,SG,MY,MY
45983,MY,,MY
45984,SG,SG,SG
45985,SG,SG,SG
45986,MY,MY,MY
45987,SG,,SG
45988,SG,PH,PH
45989,SG,MY,MY
45990,SG,SG,SG
45991,SG,SG,SG
45992,SG,SG,SG
45993,SG,SG,SG
45994,SG,SG,SG
45995,SG,SG,SG
45996,SG,SG,SG
45997,SG,PH,PH
45998,MY,Malaysian,MY
45999,SG,SG,SG
46000,MY,MY,MY
46001,SG,SG,SG
46002,SG,SG,SG
46003,SG,,SG
46004,SG,SG,SG
46005,SG,SG,SG
46006,SG,SG,SG
46007,SG,MY,MY
46008,MY,,MY
46009,MY,,MY
46010,MY,MY,MY
46011,MY,,MY
46012,SG,SG,SG
46013,MY,MY,MY
46014,SG,PH,PH
46015,SG,SG,SG
46016,SG,,SG
46017,SG,SG,SG
46018,MY,,MY
46019,SG,SG,SG
46020,HK,,HK
46021,MY,,MY
46022,MY,,MY
46023,MY,,MY
46024,MY,MY,MY
46025,SG,SG,SG
46026,SG,SG,SG
46027,MY,,MY
46028,SG,SG,SG
46029,MY,,MY
46030,MY,Malaysia,MY
46031,SG,SG,SG
46032,MY,MY,MY
46033,MY,Malaysia,MY
46034,SG,SG,SG
46035,MY,MY,MY
46036,SG,SG,SG
46037,MY,Malaysia,MY
46038,MY,Malaysia,MY
46039,MY,MY,MY
46040,SG,PHL,PH
46041,MY,,MY
46042,MY,MY,MY
46043,MY,,MY
46044,SG,SG,SG
46045,MY,Malaysia,MY
46046,MY,Malaysia,MY
46047,SG,PH,PH
46048,SG,,SG
46049,MY,Malaysia,MY
46050,SG,MY,MY
46051,SG,SG,SG
46052,SG,SG,SG
46053,SG,SG,SG
46054,SG,,SG
46055,SG,SG,SG
46056,SG,,SG
46057,MY,MY,MY
46058,SG,SG,SG
46059,SG,SG,SG
46060,HK,HK,HK
46061,SG,SGP,SG
46062,SG,SG,SG
46063,HK,,HK
46064,SG,MY,MY
46065,MY,Malaysia,MY
46066,SG,,SG
46067,MY,MY,MY
46068,SG,,SG
46069,SG,SG,SG
46070,SG,MY,MY
46071,MY,Malaysia,MY
46072,SG,PH,PH
46073,MY,MY,MY
46074,SG,SG,SG
46075,MY,,MY
46076,MY,Malaysia,MY
46077,MY,,MY
46078,MY,,MY
46079,SG,SGP,SG
46080,SG,SG,SG
46081,MY,MY,MY
46082,SG,SG,SG
46083,SG,BU,BG
46084,SG,SG,SG
46085,MY,Malaysia,MY
46086,SG,PH,PH
46087,SG,CN,CN
46088,MY,Malaysia,MY
46089,SG,ID,ID
46090,SG,SG,SG
46091,SG,SG,SG
46092,SG,PH,PH
46093,SG,SG,SG
46094,SG,SG,SG
46095,SG,SG,SG
46096,SG,SG,SG
46097,SG,SG,SG
46098,MY,Malaysian,MY
46099,SG,SG,SG
46100,SG,SG,SG
46101,SG,SG,SG
46102,MY,MY,MY
46103,SG,SG,SG
46104,SG,BGD,BD
46105,SG,MY,MY
46106,SG,SG,SG
46107,SG,SG,SG
46108,SG,SG,SG
46109,SG,SG,SG
46110,MY,Malaysia,MY
46111,SG,SG,SG
46112,MY,Malaysian,MY
46113,SG,IN,IN
46114,MY,MY,MY
46115,MY,Malaysia ,MY
46116,SG,SG,SG
46117,SG,SG,SG
46118,MY,Malaysia,MY
46119,SG,MY,MY
46120,SG,IN,IN
46121,SG,MY,MY
46122,SG,SG,SG
46123,SG,SG,SG
46124,MY,MY,MY
46125,SG,SG,SG
46126,SG,SG,SG
46127,SG,,SG
46128,MY,,MY
46129,SG,,SG
46130,SG,SG,SG
46131,TH,Thai,TH
46132,SG,PH,PH
46133,TH,,TH
46134,MY,MY,MY
46135,SG,,SG
46136,SG,SG,SG
46137,SG,SG,SG
46138,MY,MY,MY
46139,SG,SG,SG
46140,MY,MY,MY
46141,SG,SG,SG
46142,SG,SGP,SG
46143,MY,Malaysia,MY
46144,SG,SG,SG
46145,SG,,SG
46146,MY,,MY
46147,MY,MY,MY
46148,MY,,MY
46149,SG,MYS,MY
46150,SG,SG,SG
46151,SG,SG,SG
46152,MY,,MY
46153,SG,MY,MY
46154,MY,,MY
46155,SG,SG,SG
46156,SG,DK,DK
46157,MY,malaysian,MY
46158,SG,SG,SG
46159,SG,MY,MY
46160,SG,PH,PH
46161,SG,,SG
46162,SG,,SG
46163,MY,MY,MY
46164,SG,SG,SG
46165,MY,MY,MY
46166,SG,,SG
46167,MY,Malaysian,MY
46168,MY,,MY
46169,SG,SG,SG
46170,SG,SG,SG
46171,SG,SG,SG
46172,MY,MY,MY
46173,SG,SG,SG
46174,SG,,SG
46175,MY,,MY
46176,SG,SG,SG
46177,MY,,MY
46178,SG,SG,SG
46179,MY,Malaysia,MY
46180,SG,VN,VN
46181,HK,,HK
46182,SG,SG,SG
46183,MY,Malaysia,MY
46184,MY,MY,MY
46185,MY,Malaysia,MY
46186,SG,SG,SG
46187,SG,SG,SG
46188,SG,SG,SG
46189,SG,SG,SG
46190,SG,SG,SG
46191,MY,Malaysia,MY
46192,SG,SG,SG
46193,MY,MALAYSIA,MY
46194,SG,SG,SG
46195,MY,MY,MY
46196,MY,,MY
46197,MY,MY,MY
46198,SG,SG,SG
46199,MY,MY,MY
46200,MY,,MY
46201,SG,SG,SG
46202,SG,SG,SG
46203,SG,SGP,SG
46204,MY,,MY
46205,SG,PH,PH
46206,MY,,MY
46207,SG,SG,SG
46208,TH,,TH
46209,SG,IN,IN
46210,MY,MY,MY
46211,SG,,SG
46212,MY,,MY
46213,SG,,SG
46214,SG,NZL,NZ
46215,SG,SG,SG
46216,HK,HK,HK
46217,MY,,MY
46218,MY,,MY
46219,SG,SG,SG
46220,SG,PH,PH
46221,SG,SG,SG
46222,MY,,MY
46223,SG,SG,SG
46224,SG,SGP,SG
46225,SG,SG,SG
46226,MY,,MY
46227,SG,PH,PH
46228,SG,SG,SG
46229,MY,Malaysia,MY
46230,MY,MY,MY
46231,MY,Malaysian,MY
46232,MY,MY,MY
46233,SG,FR,FR
46234,SG,SG,SG
46235,MY, Malaysia,MY
46236,SG,SG,SG
46237,MY,Malaysia,MY
46238,MY,Malaysia,MY
46239,SG,PH,PH
46240,MY,,MY
46241,SG,,SG
46242,MY,Malaysian,MY
46243,SG,SG,SG
46244,SG,,SG
46245,SG,SG,SG
46246,SG,,SG
46247,MY,MY,MY
46248,SG,,SG
46249,SG,SG,SG
46250,MY,Malaysia,MY
46251,SG,MY,MY
46252,MY,MY,MY
46253,SG,IN,IN
46254,HK,HK,HK
46255,SG,SG,SG
46256,MY,MY,MY
46257,SG,SG,SG
46258,SG,SG,SG
46259,SG,SG,SG
46260,MY,Malaysia,MY
46261,MY,MY,MY
46262,SG,SG,SG
46263,SG,SG,SG
46264,SG,DK,DK
46265,MY,Malaysian,MY
46266,SG,GG,GG
46267,SG,PH,PH
46268,SG,SG,SG
46269,MY,Malaysia ,MY
46270,SG,SG,SG
46271,SG,IN,IN
46272,SG,SG,SG
46273,SG,MY,MY
46274,MY,Malaysian ,MY
46275,SG,SG,SG
46276,MY,Malaysia,MY
46277,SG,,SG
46278,MY,Malaysian,MY
46279,HK,,HK
46280,SG,SG,SG
46281,MY,,MY
46282,MY,Malaysia,MY
46283,SG,,SG
46284,SG,SGP,SG
46285,MY,MY,MY
46286,MY,malaysian,MY
46287,TH,,TH
46288,MY,Malaysia,MY
46289,SG,MY,MY
46290,MY,MY,MY
46291,SG,PH,PH
46292,JP,CHN,CN
46293,SG,SG,SG
46294,MY,Malaysian,MY
46295,SG,SG,SG
46296,SG,SG,SG
46297,SG,SG,SG
46298,MY,,MY
46299,SG,SG,SG
46300,SG,SG,SG
46301,MY,,MY
46302,HK,Hong Kong,HK
46303,SG,SG,SG
46304,SG,IN,IN
46305,SG,SG,SG
46306,SG,PH,PH
46307,SG,MY,MY
46308,SG,SG,SG
46309,SG,,SG
46310,SG,SG,SG
46311,MY,,MY
46312,SG,PH,PH
46313,MY,,MY
46314,SG,MY,MY
46315,MY,,MY
46316,SG,,SG
46317,MY,,MY
46318,SG,SGP,SG
46319,MY,,MY
46320,SG,SG,SG
46321,MY,MY,MY
46322,MY,Malaysia,MY
46323,MY,,MY
46324,SG,SG,SG
46325,MY,,MY
46326,SG,SG,SG
46327,MY,MY,MY
46328,SG,SG,SG
46329,SG,MY,MY
46330,SG,,SG
46331,SG,,SG
46332,MY,Malaysia,MY
46333,SG,MY,MY
46334,MY,MY,MY
46335,SG,SG,SG
46336,MY,,MY
46337,SG,PH,PH
46338,SG,SG,SG
46339,MY,malaysia,MY
46340,MY,MY,MY
46341,SG,SG,SG
46342,SG,PH,PH
46343,SG,SG,SG
46344,MY,,MY
46345,SG,MY,MY
46346,SG,SG,SG
46347,MY,,MY
46348,SG,IN,IN
46349,MY,MY,MY
46350,SG,SG,SG
46351,SG,SG,SG
46352,SG,,SG
46353,MY,Malaysia,MY
46354,MY,Malaysia,MY
46355,SG,ID,ID
46356,MY,MY,MY
46357,SG,SG,SG
46358,SG,,SG
46359,MY,MY,MY
46360,SG,SG,SG
46361,SG,SG,SG
46362,MY,MY,MY
46363,SG,MY,MY
46364,MY,,MY
46365,MY,MY,MY
46366,SG,SG,SG
46367,MY,,MY
46368,SG,SG,SG
46369,SG,SG,SG
46370,SG,SG,SG
46371,MY,Malaysia,MY
46372,MY,Malaysian,MY
46373,HK,HK,HK
46374,MY,MY,MY
46375,SG,SG,SG
46376,SG,SG,SG
46377,SG,SG,SG
46378,SG,SG,SG
46379,SG,SG,SG
46380,SG,SG,SG
46381,MY,,MY
46382,SG,SG,SG
46383,SG,SG,SG
46384,MY,,MY
46385,MY,Malaysia,MY
46386,SG,PHL,PH
46387,SG,SG,SG
46388,MY,Malaysia,MY
46389,SG,SG,SG
46390,SG,SG,SG
46391,MY,MY,MY
46392,MY,Malaysian,MY
46393,MY,,MY
46394,SG,SG,SG
46395,SG,SG,SG
46396,SG,SG,SG
46397,MY,MALAYSIA,MY
46398,SG,SG,SG
46399,MY,,MY
46400,SG,SGP,SG
46401,SG,SG,SG
46402,MY,Malaysia,MY
46403,MY,MY,MY
46404,MY,MY,MY
46405,SG,MYS,MY
46406,MY,,MY
46407,SG,SG,SG
46408,SG,SG,SG
46409,SG,SG,SG
46410,MY,,MY
46411,SG,SG,SG
46412,SG,SG,SG
46413,SG,SG,SG
46414,SG,SG,SG
46415,MY,MY,MY
46416,MY,Malaysia,MY
46417,MY,Malaysia,MY
46418,SG,SG,SG
46419,SG,SG,SG
46420,SG,SG,SG
46421,SG,SG,SG
46422,SG,SG,SG
46423,SG,SG,SG
46424,SG,SG,SG
46425,MY,MY,MY
46426,MY,MY,MY
46427,SG,SG,SG
46428,MY,,MY
46429,SG,PH,PH
46430,SG,IN,IN
46431,HK,,HK
46432,SG,MY,MY
46433,SG,SG,SG
46434,SG,SG,SG
46435,MY,,MY
46436,MY,,MY
46437,SG,PH,PH
46438,SG,SG,SG
46439,SG,SG,SG
46440,MY,MY,MY
46441,SG,SG,SG
46442,SG,SGP,SG
46443,SG,MY,MY
46444,MY,Malaysian,MY
46445,MY,malaysia,MY
46446,MY,MY,MY
46447,SG,SG,SG
46448,SG,SG,SG
46449,SG,SG,SG
46450,MY,MY,MY
46451,SG,SG,SG
46452,MY,,MY
46453,MY,,MY
46454,MY,,MY
46455,SG,SG,SG
46456,SG,MY,MY
46457,MY,MY,MY
46458,MY,,MY
46459,SG,SG,SG
46460,SG,SG,SG
46461,SG,SG,SG
46462,SG,AU,AU
46463,MY,Malaysian,MY
46464,SG,SG,SG
46465,MY,MY,MY
46466,SG,SG,SG
46467,HK,HK,HK
46468,MY,MY,MY
46469,MY,MY,MY
46470,SG,,SG
46471,MY,MY,MY
46472,SG,,SG
46473,MY,MY,MY
46474,MY,Malaysian,MY
46475,MY,MY,MY
46476,SG,SG,SG
46477,TH,,TH
46478,HK,,HK
46479,MY,MY,MY
46480,SG,MY,MY
46481,SG,,SG
46482,MY,MY,MY
46483,MY,,MY
46484,MY,Malaysia,MY
46485,MY,,MY
46486,MY,,MY
46487,MY,Malaysia,MY
46488,SG,SG,SG
46489,SG,PH,PH
46490,SG,SG,SG
46491,SG,SG,SG
46492,SG,SG,SG
46493,SG,SG,SG
46494,SG,SG,SG
46495,MY,Malaysia,MY
46496,SG,SG,SG
46497,MY,,MY
46498,MY,MY,MY
46499,SG,MY,MY
46500,SG,PH,PH
46501,SG,SG,SG
46502,SG,,SG
46503,SG,SG,SG
46504,SG,SG,SG
46505,SG,,SG
46506,MY,Malaysia,MY
46507,SG,SG,SG
46508,SG,SG,SG
46509,SG,SG,SG
46510,MY,,MY
46511,SG,SG,SG
46512,SG,BU,BG
46513,SG,PHL,PH
46514,SG,SG,SG
46515,MY,MY,MY
46516,SG,,SG
46517,MY,MY,MY
46518,MY,Malaysia,MY
46519,MY,,MY
46520,SG,SG,SG
46521,MY,,MY
46522,MY,MY,MY
46523,SG,SG,SG
46524,SG,SG,SG
46525,SG,SG,SG
46526,MY,malaysian,MY
46527,SG,SGP,SG
46528,MY,MY,MY
46529,SG,IN,IN
46530,SG,SG,SG
46531,MY,,MY
46532,SG,,SG
46533,SG,,SG
46534,SG,,SG
46535,MY,Malaysia,MY
46536,MY,Malaysia,MY
46537,MY,,MY
46538,MY,,MY
46539,SG,IN,IN
46540,MY,,MY
46541,MY,MY,MY
46542,MY,MY,MY
46543,SG,,SG
46544,MY,,MY
46545,SG,SG,SG
46546,SG,SG,SG
46547,SG,,SG
46548,SG,,SG
46549,MY,MY,MY
46550,SG,SG,SG
46551,SG,SG,SG
46552,SG,,SG
46553,SG,,SG
46554,MY,MY,MY
46555,MY,Malaysia,MY
46556,SG,SG,SG
46557,SG,SG,SG
46558,SG,SG,SG
46559,MY,Malaysian,MY
46560,MY,MY,MY
46561,SG,,SG
46562,MY,malaysian,MY
46563,SG,GB,GB
46564,SG,SG,SG
46565,SG,PH,PH
46566,SG,SG,SG
46567,MY,MY,MY
46568,SG,SG,SG
46569,MY,,MY
46570,SG,SG,SG
46571,MY,MY,MY
46572,SG,ID,ID
46573,SG,MY,MY
46574,SG,SG,SG
46575,SG,SG,SG
46576,MY,,MY
46577,SG,SG,SG
46578,SG,SG,SG
46579,MY,MY,MY
46580,SG,TW,TW
46581,SG,MYS,MY
46582,SG,PH,PH
46583,SG,SG,SG
46584,MY,,MY
46585,SG,SG,SG
46586,SG,SG,SG
46587,SG,SGP,SG
46588,SG,,SG
46589,MY,,MY
46590,MY,Malaysian,MY
46591,SG,SG,SG
46592,SG,SG,SG
46593,MY,,MY
46594,MY,,MY
46595,SG,PH,PH
46596,SG,SG,SG
46597,SG,SG,SG
46598,MY,MY,MY
46599,MY,MY,MY
46600,SG,SG,SG
46601,SG,SGP,SG
46602,SG,SG,SG
46603,MY,MY,MY
46604,MY,malaysia,MY
46605,SG,SG,SG
46606,SG,MY,MY
46607,SG,SG,SG
46608,MY,Malaysia,MY
46609,SG,SG,SG
46610,SG,SG,SG
46611,SG,SG,SG
46612,SG,SG,SG
46613,SG,SG,SG
46614,SG,SG,SG
46615,MY,Malaysia,MY
46616,SG,MY,MY
46617,SG,SG,SG
46618,SG,SG,SG
46619,SG,SG,SG
46620,SG,SG,SG
46621,MY,MY,MY
46622,MY,MY,MY
46623,SG,SG,SG
46624,SG,SG,SG
46625,SG,SG,SG
46626,SG,SG,SG
46627,SG,PH,PH
46628,MY,,MY
46629,SG,SG,SG
46630,SG,SG,SG
46631,MY,,MY
46632,MY,,MY
46633,SG,SG,SG
46634,SG,SG,SG
46635,SG,SG,SG
46636,HK,Hong Kong,HK
46637,MY,Malaysian,MY
46638,MY,,MY
46639,HK,Indian,IN
46640,SG,SG,SG
46641,MY,MY,MY
46642,MY,Malaysia,MY
46643,MY,MY,MY
46644,MY,,MY
46645,SG,MYS,MY
46646,SG,PH,PH
46647,MY,,MY
46648,SG,SG,SG
46649,MY,Malaysia,MY
46650,SG,SG,SG
46651,MY,MY,MY
46652,SG,,SG
46653,SG,MY,MY
46654,SG,SG,SG
46655,SG,SG,SG
46656,MY,,MY
46657,TH,Thailand,TH
46658,SG,SG,SG
46659,MY,MY,MY
46660,MY,Malaysia,MY
46661,MY,MY,MY
46662,SG,SG,SG
46663,SG,PHL,PH
46664,SG,SG,SG
46665,SG,SG,SG
46666,SG,SG,SG
46667,SG,SG,SG
46668,MY,,MY
46669,SG,SG,SG
46670,SG,SG,SG
46671,MY,,MY
46672,SG,MY,MY
46673,SG,SG,SG
46674,SG,SG,SG
46675,SG,SG,SG
46676,SG,MY,MY
46677,MY,,MY
46678,SG,MY,MY
46679,SG,IN,IN
46680,SG,SG,SG
46681,SG,,SG
46682,SG,SG,SG
46683,SG,CHN,CN
46684,SG,PH,PH
46685,MY,MY,MY
46686,SG,MX,MX
46687,SG,SG,SG
46688,MY,Malaysia,MY
46689,SG,SG,SG
46690,MY,Malaysia,MY
46691,SG,SG,SG
46692,SG,SG,SG
46693,SG,,SG
46694,MY,,MY
46695,SG,,SG
46696,MY,,MY
46697,MY,MY,MY
46698,SG,SG,SG
46699,MY,,MY
46700,MY,malaysia,MY
46701,SG,,SG
46702,SG,SG,SG
46703,SG,SG,SG
46704,MY,Malaysian,MY
46705,SG,SG,SG
46706,SG,SG,SG
46707,SG,MY,MY
46708,SG,SG,SG
46709,SG,Thai,TH
46710,MY,Malaysia,MY
46711,SG,SG,SG
46712,SG,,SG
46713,MY,MY,MY
46714,MY,,MY
46715,SG,SG,SG
46716,MY,,MY
46717,SG,SG,SG
46718,MY,,MY
46719,MY,MY,MY
46720,TH,Thailand,TH
46721,SG,PH,PH
46722,SG,SG,SG
46723,SG,SG,SG
46724,MY,,MY
46725,SG,SG,SG
46726,SG,MY,MY
46727,MY,,MY
46728,MY,,MY
46729,SG,SG,SG
46730,SG,MY,MY
46731,SG,MY,MY
46732,MY,MY,MY
46733,MY,,MY
46734,MY,Malaysian,MY
46735,MY,,MY
46736,MY,,MY
46737,MY,Malaysian,MY
46738,MY,,MY
46739,SG,PH,PH
46740,MY,MY,MY
46741,MY,MY,MY
46742,MY,Malaysian ,MY
46743,MY,,MY
46744,SG,SG,SG
46745,MY,Malaysia,MY
46746,MY,MY,MY
46747,MY,,MY
46748,MY,malaysia,MY
46749,SG,SGP,SG
46750,MY,MY,MY
46751,MY,Malaysia,MY
46752,MY,Malaysia,MY
46753,MY,MY,MY
46754,SG,SG,SG
46755,SG,,SG
46756,SG,SG,SG
46757,SG,SG,SG
46758,SG,SG,SG
46759,MY,Malaysia ,MY
46760,MY,,MY
46761,MY,MY,MY
46762,SG,KOR,KR
46763,MY,,MY
46764,SG,,SG
46765,MY,Malaysia,MY
46766,SG,IN,IN
46767,MY,MY,MY
46768,SG,PH,PH
46769,SG,SG,SG
46770,MY,Malaysian,MY
46771,SG,SG,SG
46772,SG,SG,SG
46773,MY,MY,MY
46774,MY,Malaysian,MY
46775,SG,MYS,MY
46776,SG,,SG
46777,MY,,MY
46778,MY,,MY
46779,MY,,MY
46780,SG,PH,PH
46781,SG,SG,SG
46782,MY,MY,MY
46783,MY,MY,MY
46784,TH,,TH
46785,SG,US,US
46786,SG,SG,SG
46787,SG,SG,SG
46788,MY,,MY
46789,MY,malaysian,MY
46790,MY,Malaysian,MY
46791,MY,MY,MY
46792,MY,Malaysia,MY
46793,MY,Malaysian,MY
46794,SG,SG,SG
46795,MY,MY,MY
46796,MY,,MY
46797,MY,Malaysia,MY
46798,SG,SG,SG
46799,SG,,SG
46800,SG,KR,KR
46801,SG,SG,SG
46802,SG,PH,PH
46803,MY,,MY
46804,MY,Malaysia,MY
46805,SG,PH,PH
46806,SG,MY,MY
46807,MY,MY,MY
46808,MY,Malaysia,MY
46809,SG,SG,SG
46810,MY,,MY
46811,MY,MY,MY
46812,SG,SG,SG
46813,HK,,HK
46814,MY,Malaysia,MY
46815,MY,,MY
46816,SG,,SG
46817,SG,SG,SG
46818,MY,,MY
46819,SG,SG,SG
46820,SG,SG,SG
46821,MY,,MY
46822,SG,IDN,ID
46823,HK,HK,HK
46824,SG,PH,PH
46825,SG,SG,SG
46826,SG,PH,PH
46827,MY,,MY
46828,SG,VN,VN
46829,SG,SG,SG
46830,SG,SG,SG
46831,SG,SG,SG
46832,MY,MY,MY
46833,SG,MY,MY
46834,SG,SG,SG
46835,SG,SG,SG
46836,SG,SG,SG
46837,MY,Malaysia,MY
46838,MY,Malaysia,MY
46839,MY,Malaysia,MY
46840,SG,SG,SG
46841,SG,PH,PH
46842,MY,Malaysia,MY
46843,SG,SG,SG
46844,MY,MY,MY
46845,SG,MY,MY
46846,SG,SG,SG
46847,SG,ZAF,ZA
46848,MY,MY,MY
46849,SG,SG,SG
46850,MY,,MY
46851,SG,SG,SG
46852,TH,,TH
46853,SG,CA,CA
46854,MY,Malaysia,MY
46855,SG,PH,PH
46856,SG,SGP,SG
46857,SG,SG,SG
46858,MY,MY,MY
46859,SG,PH,PH
46860,MY,Malaysian,MY
46861,SG,SG,SG
46862,MY,Malaysian,MY
46863,SG,SG,SG
46864,SG,SG,SG
46865,MY,,MY
46866,SG,MY,MY
46867,SG,CN,CN
46868,MY,,MY
46869,SG,,SG
46870,MY,MALAYSIA,MY
46871,SG,SG,SG
46872,MY,,MY
46873,SG,FR,FR
46874,SG,,SG
46875,SG,SG,SG
46876,SG,SG,SG
46877,SG,SG,SG
46878,MY,MY,MY
46879,MY,MY,MY
46880,SG,PH,PH
46881,SG,SG,SG
46882,MY,Malaysia,MY
46883,MY,Malaysia,MY
46884,SG,,SG
46885,MY,MY,MY
46886,MY,Malaysia,MY
46887,SG,SG,SG
46888,MY,Malaysian,MY
46889,SG,PHL,PH
46890,SG,SG,SG
46891,SG,SG,SG
46892,MY,MY,MY
46893,MY,MY,MY
46894,MY,,MY
46895,SG,SG,SG
46896,MY,MY,MY
46897,MY,MY,MY
46898,SG,SG,SG
46899,SG,SG,SG
46900,SG,SG,SG
46901,SG,SG,SG
46902,SG,SG,SG
46903,SG,SG,SG
46904,MY,Malaysian,MY
46905,SG,SG,SG
46906,MY,MY,MY
46907,SG,SG,SG
46908,TH,,TH
46909,SG,SG,SG
46910,SG,SG,SG
46911,SG,SG,SG
46912,SG,SG,SG
46913,SG,SG,SG
46914,SG,SG,SG
46915,SG,PH,PH
46916,MY,malaysian,MY
46917,SG,SG,SG
46918,SG,SG,SG
46919,MY,,MY
46920,MY,MY,MY
46921,MY,MY,MY
46922,MY,MY,MY
46923,SG,SG,SG
46924,SG,BU,BG
46925,SG,SG,SG
46926,SG,IN,IN
46927,MY,,MY
46928,SG,SG,SG
46929,SG,SG,SG
46930,SG,SG,SG
46931,MY,MY,MY
46932,SG,SG,SG
46933,MY,MY,MY
46934,MY,MY,MY
46935,SG,SG,SG
46936,MY,MY,MY
46937,MY,MY,MY
46938,SG,SG,SG
46939,SG,,SG
46940,SG,SG,SG
46941,SG,SG,SG
46942,SG,,SG
46943,MY,MY,MY
46944,MY,MY,MY
46945,SG,SG,SG
46946,SG,SG,SG
46947,MY,Malaysia,MY
46948,SG,SG,SG
46949,MY,Malaysian,MY
46950,MY,MY,MY
46951,SG,SG,SG
46952,SG,PH,PH
46953,SG,SG,SG
46954,SG,SG,SG
46955,SG,IN,IN
46956,MY,Malaysian,MY
46957,SG,IN,IN
46958,MY,MY,MY
46959,MY,MY,MY
46960,SG,SG,SG
46961,SG,SG,SG
46962,SG,SG,SG
46963,MY,,MY
46964,SG,SG,SG
46965,MY,,MY
46966,MY,MY,MY
46967,MY,MY,MY
46968,SG,SG,SG
46969,SG,SG,SG
46970,SG,SG,SG
46971,SG,SG,SG
46972,MY,MY,MY
46973,MY,Malaysia,MY
46974,SG,SG,SG
46975,MY,,MY
46976,SG,SG,SG
46977,MY,Malaysia ,MY
46978,SG,SG,SG
46979,SG,SG,SG
46980,SG,SG,SG
46981,SG,SGP,SG
46982,MY,MY,MY
46983,MY,MY,MY
46984,SG,MY,MY
46985,SG,SG,SG
46986,MY,Malaysia,MY
46987,MY,,MY
46988,SG,SG,SG
46989,SG,MY,MY
46990,SG,SG,SG
46991,HK,HK,HK
46992,MY,,MY
46993,SG,SG,SG
46994,SG,SG,SG
46995,MY,Malaysian,MY
46996,SG,SG,SG
46997,SG,PHL,PH
46998,MY,,MY
46999,HK,China,CN
47000,SG,SG,SG
47001,MY,Malaysia,MY
47002,HK,,HK
47003,SG,SG,SG
47004,HK,,HK
47005,MY,MY,MY
47006,MY,MY,MY
47007,SG,SG,SG
47008,SG,MY,MY
47009,SG,SG,SG
47010,MY,Malaysia,MY
47011,SG,SG,SG
47012,MY,,MY
47013,SG,SG,SG
47014,HK,,HK
47015,MY,MY,MY
47016,MY,,MY
47017,SG,SG,SG
47018,SG,SG,SG
47019,SG,SG,SG
47020,MY,MY,MY
47021,MY,MY,MY
47022,SG,SG,SG
47023,SG,SG,SG
47024,MY,Malaysia,MY
47025,MY,,MY
47026,SG,SG,SG
47027,MY,Malaysia,MY
47028,SG,PH,PH
47029,SG,,SG
47030,MY,,MY
47031,SG,PH,PH
47032,HK,HK,HK
47033,MY,,MY
47034,SG,SG,SG
47035,MY,,MY
47036,MY,MY,MY
47037,SG,SG,SG
47038,SG,SG,SG
47039,SG,SG,SG
47040,SG,SG,SG
47041,SG,SG,SG
47042,SG,SG,SG
47043,SG,SG,SG
47044,SG,SG,SG
47045,SG,,SG
47046,SG,SG,SG
47047,MY,MY,MY
47048,SG,SG,SG
47049,MY,MY,MY
47050,SG,SG,SG
47051,MY,Malaysia,MY
47052,HK,,HK
47053,SG,CN,CN
47054,MY,,MY
47055,MY,cina,CN
47056,SG,SG,SG
47057,SG,,SG
47058,MY,Malaysia,MY
47059,SG,SG,SG
47060,SG,MY,MY
47061,SG,,SG
47062,MY,,MY
47063,SG,SG,SG
47064,SG,TH,TH
47065,SG,,SG
47066,MY,,MY
47067,SG,SG,SG
47068,MY,MY,MY
47069,MY,,MY
47070,SG,PHL,PH
47071,SG,,SG
47072,SG,MY,MY
47073,SG,VNM,VN
47074,MY,MY,MY
47075,HK,hong kong,HK
47076,MY,,MY
47077,SG,SG,SG
47078,SG,SG,SG
47079,MY,Malaysia ,MY
47080,MY,MALAYSIA,MY
47081,SG,SGP,SG
47082,MY,Malaysia,MY
47083,SG,SG,SG
47084,SG,SG,SG
47085,SG,SG,SG
47086,MY,Malaysia,MY
47087,SG,SG,SG
47088,MY,Malaysian,MY
47089,MY,,MY
47090,MY,MY,MY
47091,MY,MY,MY
47092,MY,,MY
47093,SG,SG,SG
47094,SG,PH,PH
47095,MY,MY,MY
47096,MY,MY,MY
47097,SG,SGP,SG
